"index_match","call_type","bin_choice"
314,"contact - mix alarm","contact"
315,"contact - mix alarm","contact"
316,"contact - four triangles","contact"
317,"other","other"
318,"other","other"
319,"other","other"
320,"other","other"
321,"contact - ladder multiple","contact"
322,"contact - ladder multiple","contact"
323,"other","other"
324,"other","other"
325,"other","other"
326,"other","other"
327,"contact - four triangles","contact"
328,"other","other"
329,"contact - ladder multiple","contact"
330,"other","other"
331,"other","other"
332,"other","other"
333,"other","other"
334,"contact - ladder multiple","contact"
335,"contact - ladder middle","contact"
336,"contact - ladder multiple","contact"
337,"contact - ladder multiple","contact"
338,"other","other"
339,"other","other"
340,"contact - typical","contact"
341,"other","other"
342,"other","other"
343,"other","other"
344,"contact - ladder multiple","contact"
345,"contact - ladder multiple","contact"
346,"other","other"
347,"other","other"
348,"other","other"
349,"other","other"
350,"contact - ladder start","contact"
351,"other","other"
352,"other","other"
353,"contact - mix alarm","contact"
354,"other","other"
355,"other","other"
356,"contact - ladder start","contact"
357,"contact - ladder multiple","contact"
358,"other","other"
359,"contact - ladder middle","contact"
360,"other","other"
361,"other","other"
362,"other","other"
363,"contact - typical","contact"
364,"other","other"
365,"contact - ladder multiple","contact"
366,"other","other"
367,"other","other"
368,"other","other"
369,"contact - ladder start","contact"
370,"contact - ladder start","contact"
371,"other","other"
372,"contact - typical","contact"
373,"other","other"
374,"contact - typical","contact"
375,"contact - ladder middle","contact"
376,"other","other"
377,"other","other"
378,"other","other"
379,"other","other"
380,"other","other"
381,"other","other"
382,"other","other"
383,"contact - typical","contact"
384,"other","other"
385,"contact - typical","contact"
386,"other","other"
387,"other","other"
388,"contact - ladder middle","contact"
389,"contact - ladder multiple","contact"
390,"other","other"
391,"other","other"
392,"other","other"
393,"other","other"
394,"contact - typical","contact"
395,"other","other"
396,"other","other"
397,"contact - mix alarm","contact"
398,"contact - mix alarm","contact"
399,"other","other"
400,"other","other"
401,"contact - mix alarm","contact"
402,"other","other"
403,"other","other"
404,"other","other"
405,"other","other"
406,"other","other"
407,"contact - typical","contact"
408,"other","other"
409,"contact - ladder multiple","contact"
410,"contact - ladder middle","contact"
411,"contact - ladder middle","contact"
412,"other","other"
413,"other","other"
414,"other","other"
415,"contact - ladder multiple","contact"
416,"contact - ladder multiple","contact"
417,"contact - typical","contact"
418,"other","other"
419,"other","other"
420,"contact - ladder multiple","contact"
421,"other","other"
422,"other","other"
423,"other","other"
424,"contact - mix alarm","contact"
425,"other","other"
426,"contact - ladder middle","contact"
427,"other","other"
428,"contact - mix alarm","contact"
429,"contact - ladder middle","contact"
430,"contact - ladder multiple","contact"
431,"contact - ladder start","contact"
432,"other","other"
433,"other","other"
434,"contact - ladder middle","contact"
435,"contact - ladder multiple","contact"
436,"other","other"
437,"contact - ladder multiple","contact"
438,"contact - ladder multiple","contact"
439,"other","other"
440,"other","other"
441,"contact - ladder multiple","contact"
442,"other","other"
443,"other","other"
444,"contact - ladder start","contact"
445,"other","other"
446,"contact - four triangles","contact"
447,"other","other"
448,"other","other"
449,"other","other"
450,"contact - typical","contact"
451,"other","other"
452,"other","other"
453,"other","other"
454,"other","other"
455,"other","other"
456,"other","other"
457,"contact - ladder multiple","contact"
458,"contact - ladder multiple","contact"
459,"contact - typical","contact"
460,"other","other"
461,"contact - ladder multiple","contact"
462,"contact - ladder middle","contact"
463,"contact - mix alarm","contact"
464,"other","other"
465,"contact - ladder middle","contact"
466,"other","other"
467,"contact - ladder multiple","contact"
468,"contact - mix alarm","contact"
469,"contact - ladder start","contact"
470,"other","other"
471,"other","other"
472,"other","other"
473,"contact - ladder start","contact"
474,"contact - typical","contact"
475,"other","other"
476,"contact - typical","contact"
477,"contact - mix alarm","contact"
478,"contact - ladder multiple","contact"
479,"other","other"
480,"contact - four triangles","contact"
481,"other","other"
482,"contact - typical","contact"
483,"other","other"
484,"contact - mix alarm","contact"
485,"contact - ladder middle","contact"
486,"contact - ladder start","contact"
487,"contact - ladder start","contact"
488,"other","other"
489,"other","other"
490,"contact - mix alarm","contact"
491,"other","other"
492,"other","other"
493,"other","other"
494,"other","other"
495,"contact - four triangles","contact"
496,"other","other"
497,"other","other"
498,"contact - ladder middle","contact"
499,"other","other"
500,"contact - four triangles","contact"
501,"other","other"
502,"other","other"
503,"other","other"
504,"other","other"
505,"contact - four triangles","contact"
506,"contact - mix alarm","contact"
507,"contact - ladder multiple","contact"
508,"other","other"
509,"other","other"
510,"other","other"
511,"contact - typical","contact"
512,"contact - ladder multiple","contact"
513,"other","other"
514,"contact - typical","contact"
515,"other","other"
516,"contact - ladder start","contact"
517,"other","other"
518,"other","other"
519,"other","other"
520,"other","other"
521,"contact - ladder start","contact"
522,"other","other"
523,"contact - ladder multiple","contact"
524,"other","other"
525,"contact - mix alarm","contact"
526,"contact - ladder multiple","contact"
527,"contact - ladder multiple","contact"
528,"other","other"
529,"other","other"
530,"other","other"
531,"contact - ladder multiple","contact"
532,"contact - ladder multiple","contact"
533,"contact - mix alarm","contact"
534,"contact - ladder start","contact"
535,"contact - ladder start","contact"
536,"other","other"
537,"contact - ladder multiple","contact"
538,"other","other"
539,"contact - mix alarm","contact"
540,"other","other"
541,"contact - ladder multiple","contact"
542,"other","other"
543,"other","other"
544,"other","other"
545,"other","other"
546,"other","other"
547,"other","other"
548,"other","other"
549,"contact - mix alarm","contact"
550,"contact - typical","contact"
551,"contact - ladder multiple","contact"
552,"other","other"
553,"other","other"
554,"contact - mix alarm","contact"
555,"other","other"
556,"other","other"
557,"other","other"
558,"other","other"
559,"other","other"
560,"contact - ladder multiple","contact"
561,"contact - ladder multiple","contact"
562,"contact - ladder multiple","contact"
563,"other","other"
564,"other","other"
565,"other","other"
566,"contact - ladder multiple","contact"
567,"contact - ladder multiple","contact"
568,"other","other"
569,"contact - ladder multiple","contact"
570,"other","other"
571,"contact - ladder multiple","contact"
572,"contact - ladder start","contact"
573,"other","other"
574,"other","other"
575,"contact - ladder multiple","contact"
576,"other","other"
577,"other","other"
578,"other","other"
579,"contact - ladder start","contact"
580,"contact - ladder start","contact"
581,"other","other"
582,"other","other"
583,"other","other"
584,"other","other"
585,"contact - ladder multiple","contact"
586,"contact - ladder multiple","contact"
587,"other","other"
588,"other","other"
589,"other","other"
590,"other","other"
591,"contact - mix alarm","contact"
592,"other","other"
593,"contact - ladder multiple","contact"
594,"other","other"
595,"other","other"
596,"other","other"
597,"contact - ladder multiple","contact"
598,"other","other"
599,"other","other"
600,"other","other"
601,"other","other"
602,"contact - four triangles","contact"
603,"other","other"
604,"contact - ladder multiple","contact"
605,"other","other"
606,"contact - ladder middle","contact"
607,"contact - mix alarm","contact"
608,"other","other"
609,"contact - ladder multiple","contact"
610,"other","other"
611,"other","other"
612,"other","other"
613,"contact - typical","contact"
614,"contact - ladder start","contact"
615,"other","other"
616,"other","other"
617,"other","other"
618,"contact - ladder start","contact"
619,"other","other"
620,"contact - ladder start","contact"
621,"contact - ladder start","contact"
622,"other","other"
623,"contact - mix alarm","contact"
624,"other","other"
625,"contact - mix alarm","contact"
626,"contact - ladder start","contact"
627,"contact - ladder multiple","contact"
628,"other","other"
629,"other","other"
630,"contact - ladder multiple","contact"
631,"other","other"
632,"other","other"
633,"contact - mix alarm","contact"
634,"other","other"
635,"other","other"
636,"other","other"
637,"contact - ladder multiple","contact"
638,"other","other"
639,"other","other"
640,"other","other"
641,"other","other"
642,"contact - typical","contact"
643,"contact - ladder start","contact"
644,"other","other"
645,"other","other"
646,"other","other"
647,"contact - mix alarm","contact"
648,"contact - ladder start","contact"
649,"other","other"
650,"other","other"
651,"other","other"
652,"other","other"
653,"other","other"
654,"other","other"
655,"contact - mix alarm","contact"
656,"contact - ladder multiple","contact"
657,"other","other"
658,"other","other"
659,"other","other"
660,"other","other"
661,"other","other"
662,"contact - four triangles","contact"
663,"contact - typical","contact"
664,"contact - ladder middle","contact"
665,"contact - typical","contact"
666,"contact - four triangles","contact"
667,"other","other"
668,"contact - typical","contact"
669,"other","other"
670,"contact - mix alarm","contact"
671,"other","other"
672,"other","other"
673,"other","other"
674,"contact - typical","contact"
675,"other","other"
676,"other","other"
677,"other","other"
678,"contact - ladder start","contact"
679,"other","other"
680,"contact - mix alarm","contact"
681,"contact - typical","contact"
682,"other","other"
683,"other","other"
684,"contact - ladder multiple","contact"
685,"contact - mix alarm","contact"
686,"other","other"
687,"contact - typical","contact"
688,"contact - mix alarm","contact"
689,"other","other"
690,"contact - ladder multiple","contact"
691,"other","other"
692,"contact - ladder multiple","contact"
693,"contact - four triangles","contact"
694,"contact - mix alarm","contact"
695,"contact - ladder start","contact"
696,"other","other"
697,"contact - ladder multiple","contact"
698,"other","other"
699,"other","other"
700,"other","other"
701,"other","other"
702,"other","other"
703,"other","other"
704,"other","other"
705,"contact - ladder middle","contact"
706,"other","other"
707,"other","other"
708,"other","other"
709,"other","other"
710,"other","other"
711,"other","other"
712,"contact - ladder multiple","contact"
713,"contact - typical","contact"
714,"other","other"
715,"other","other"
716,"other","other"
717,"other","other"
718,"other","other"
719,"other","other"
720,"contact - four triangles","contact"
721,"contact - ladder multiple","contact"
722,"other","other"
723,"contact - mix alarm","contact"
724,"contact - ladder start","contact"
725,"other","other"
726,"other","other"
727,"contact - mix alarm","contact"
728,"contact - mix alarm","contact"
729,"contact - ladder multiple","contact"
730,"other","other"
731,"other","other"
732,"other","other"
733,"other","other"
734,"other","other"
735,"other","other"
736,"contact - ladder multiple","contact"
737,"other","other"
738,"other","other"
739,"other","other"
740,"other","other"
741,"contact - mix alarm","contact"
742,"other","other"
743,"other","other"
744,"contact - ladder multiple","contact"
745,"contact - ladder multiple","contact"
746,"contact - ladder middle","contact"
747,"contact - ladder multiple","contact"
748,"other","other"
749,"contact - ladder middle","contact"
750,"contact - ladder multiple","contact"
751,"other","other"
752,"other","other"
753,"other","other"
754,"contact - typical","contact"
755,"contact - ladder middle","contact"
756,"contact - four triangles","contact"
757,"contact - typical","contact"
758,"contact - typical","contact"
759,"other","other"
760,"other","other"
761,"contact - mix alarm","contact"
762,"other","other"
763,"contact - typical","contact"
764,"contact - ladder middle","contact"
765,"other","other"
766,"contact - typical","contact"
767,"contact - mix alarm","contact"
768,"other","other"
769,"contact - ladder start","contact"
770,"contact - ladder multiple","contact"
771,"contact - ladder middle","contact"
772,"contact - mix alarm","contact"
773,"other","other"
774,"contact - ladder middle","contact"
775,"other","other"
776,"other","other"
777,"other","other"
778,"contact - typical","contact"
779,"other","other"
780,"contact - ladder middle","contact"
781,"other","other"
782,"other","other"
783,"other","other"
784,"other","other"
785,"other","other"
786,"other","other"
787,"other","other"
788,"contact - ladder middle","contact"
789,"other","other"
790,"other","other"
791,"contact - ladder multiple","contact"
792,"contact - ladder middle","contact"
793,"other","other"
794,"contact - typical","contact"
795,"other","other"
796,"other","other"
797,"other","other"
798,"other","other"
799,"other","other"
800,"other","other"
801,"other","other"
802,"other","other"
803,"other","other"
804,"other","other"
805,"other","other"
806,"other","other"
807,"contact - ladder middle","contact"
808,"contact - mix alarm","contact"
809,"contact - mix alarm","contact"
810,"other","other"
811,"other","other"
812,"contact - mix alarm","contact"
813,"contact - typical","contact"
814,"other","other"
815,"other","other"
816,"contact - ladder multiple","contact"
817,"contact - mix alarm","contact"
818,"other","other"
819,"contact - ladder middle","contact"
820,"other","other"
821,"other","other"
822,"other","other"
823,"contact - ladder middle","contact"
824,"contact - mix alarm","contact"
825,"other","other"
826,"other","other"
827,"other","other"
828,"contact - typical","contact"
829,"other","other"
830,"other","other"
831,"other","other"
832,"other","other"
833,"other","other"
834,"other","other"
835,"contact - typical","contact"
836,"other","other"
837,"contact - mix alarm","contact"
838,"other","other"
839,"other","other"
840,"contact - typical","contact"
841,"contact - ladder multiple","contact"
842,"other","other"
843,"other","other"
844,"other","other"
845,"other","other"
846,"contact - mix alarm","contact"
847,"other","other"
848,"other","other"
849,"contact - ladder multiple","contact"
850,"contact - ladder multiple","contact"
851,"contact - typical","contact"
852,"other","other"
853,"other","other"
854,"other","other"
855,"other","other"
856,"contact - mix alarm","contact"
857,"contact - mix alarm","contact"
858,"other","other"
859,"other","other"
860,"other","other"
861,"contact - typical","contact"
862,"other","other"
863,"other","other"
864,"other","other"
865,"contact - four triangles","contact"
866,"contact - ladder multiple","contact"
867,"other","other"
868,"contact - ladder middle","contact"
869,"contact - ladder middle","contact"
870,"contact - typical","contact"
871,"other","other"
872,"other","other"
873,"other","other"
874,"other","other"
875,"other","other"
876,"other","other"
877,"contact - ladder multiple","contact"
878,"other","other"
879,"other","other"
880,"contact - ladder middle","contact"
881,"other","other"
882,"other","other"
883,"other","other"
884,"other","other"
885,"contact - typical","contact"
886,"other","other"
887,"other","other"
888,"contact - typical","contact"
889,"other","other"
890,"contact - ladder start","contact"
891,"other","other"
892,"contact - ladder start","contact"
893,"other","other"
894,"other","other"
895,"other","other"
896,"contact - typical","contact"
897,"other","other"
898,"other","other"
899,"other","other"
900,"contact - ladder multiple","contact"
901,"contact - typical","contact"
902,"contact - four triangles","contact"
903,"other","other"
904,"contact - typical","contact"
905,"contact - typical","contact"
906,"other","other"
907,"other","other"
908,"contact - typical","contact"
909,"other","other"
910,"other","other"
911,"contact - typical","contact"
912,"other","other"
913,"contact - mix alarm","contact"
914,"contact - typical","contact"
915,"other","other"
916,"other","other"
917,"other","other"
918,"other","other"
919,"contact - typical","contact"
920,"contact - typical","contact"
921,"other","other"
922,"other","other"
923,"other","other"
924,"contact - ladder multiple","contact"
925,"contact - four triangles","contact"
926,"other","other"
927,"contact - four triangles","contact"
928,"other","other"
929,"other","other"
930,"contact - four triangles","contact"
931,"other","other"
932,"contact - typical","contact"
933,"contact - ladder multiple","contact"
934,"other","other"
935,"other","other"
936,"contact - ladder multiple","contact"
937,"other","other"
938,"contact - mix alarm","contact"
939,"contact - mix alarm","contact"
940,"other","other"
941,"other","other"
942,"other","other"
943,"other","other"
944,"other","other"
945,"other","other"
946,"other","other"
947,"other","other"
948,"other","other"
949,"contact - ladder multiple","contact"
950,"other","other"
951,"contact - ladder multiple","contact"
952,"contact - ladder middle","contact"
953,"contact - typical","contact"
954,"other","other"
955,"other","other"
956,"other","other"
957,"other","other"
958,"other","other"
959,"contact - four triangles","contact"
960,"contact - ladder start","contact"
961,"other","other"
962,"other","other"
963,"contact - typical","contact"
964,"other","other"
965,"contact - ladder middle","contact"
966,"other","other"
967,"other","other"
968,"contact - ladder middle","contact"
969,"contact - ladder multiple","contact"
970,"other","other"
971,"other","other"
972,"other","other"
973,"contact - mix alarm","contact"
974,"other","other"
975,"contact - ladder middle","contact"
976,"contact - mix alarm","contact"
977,"other","other"
978,"contact - mix alarm","contact"
979,"other","other"
980,"other","other"
981,"contact - typical","contact"
982,"contact - mix alarm","contact"
983,"contact - typical","contact"
984,"other","other"
985,"other","other"
986,"other","other"
987,"other","other"
988,"contact - ladder multiple","contact"
989,"other","other"
990,"other","other"
991,"other","other"
992,"contact - ladder multiple","contact"
993,"contact - typical","contact"
994,"contact - ladder multiple","contact"
995,"other","other"
996,"contact - mix alarm","contact"
997,"contact - four triangles","contact"
998,"contact - typical","contact"
999,"other","other"
1000,"other","other"
